ID,adj.P.Val,P.Value,t,B,logFC,GB_ACC,GI,Gene.Symbol,SPOT_ID
11727761_at,8.10E-02,2.98E-02,-2.29,-4.424769,-2.52E-01,NM_001145028.1,NA,PALM3,
200034_PM_s_at,8.11E-02,2.99E-02,-2.29,-4.426041,-1.68E-01,NM_000970.1,NA,RPL6 /// RPL6P27,
11746343_a_at,8.11E-02,2.99E-02,-2.29,-4.426154,-2.06E-01,BC004349.1,NA,RANBP3,
11746535_x_at,8.11E-02,2.99E-02,-2.29,-4.426165,-1.86E-01,BC006438.1,NA,LOC100132167,
11740780_at,8.11E-02,2.99E-02,2.29,-4.426338,4.22E-01,AF042832.1,NA,FOXD2,
11754621_s_at,8.11E-02,2.99E-02,2.29,-4.426484,1.27E-01,AK097560.1,NA,EWSAT1,
11742590_at,8.12E-02,2.99E-02,2.29,-4.427231,1.64E-01,NM_001004690.1,NA,OR2M5,
11722866_at,8.12E-02,2.99E-02,2.29,-4.427234,3.31E-01,AY167484.1,NA,CDCP1,
11720174_x_at,8.12E-02,2.99E-02,-2.29,-4.427368,-2.39E-01,CA423006,NA,SF1,
11718926_a_at,8.12E-02,2.99E-02,-2.28,-4.427871,-3.28E-01,CB052020,NA,ARID5B,
11731403_a_at,8.12E-02,2.99E-02,-2.28,-4.428012,-2.67E-01,BE872670,NA,ATP6V1G1,
11720911_a_at,8.13E-02,3.00E-02,2.28,-4.428143,8.89E-01,NM_014289.2,NA,CAPN6,
11719131_x_at,8.13E-02,3.00E-02,-2.28,-4.428806,-3.24E-01,NM_001722.2,NA,POLR3D,
11751036_a_at,8.13E-02,3.00E-02,-2.28,-4.429262,-1.44E-01,AK295611.1,NA,RGL1,
11720662_at,8.13E-02,3.00E-02,-2.28,-4.429292,-1.76E-01,NM_001001410.2,NA,TSR3,
11763656_s_at,8.14E-02,3.00E-02,2.28,-4.429691,2.69E-01,DA061965,NA,VPS36,
11727026_a_at,8.15E-02,3.00E-02,2.28,-4.430808,2.57E-01,NM_002492.2,NA,NDUFB5,
11734206_x_at,8.15E-02,3.00E-02,2.28,-4.431051,1.97E-01,BC075050.2,NA,ZNF155,
11723121_at,8.15E-02,3.01E-02,2.28,-4.431231,2.15E-01,NM_017672.3,NA,TRPM7,
11754721_a_at,8.15E-02,3.01E-02,2.28,-4.431423,3.82E-01,AK225462.1,NA,TXNDC15,
11726414_a_at,8.15E-02,3.01E-02,2.28,-4.431624,1.44E-01,AK299497.1,NA,EPM2A,
11757817_s_at,8.15E-02,3.01E-02,2.28,-4.431667,6.82E-01,R25379,NA,BASP1,
11760622_at,8.15E-02,3.01E-02,-2.28,-4.431679,-1.29E-01,AK291436.1,NA,C8orf34,
11752714_x_at,8.15E-02,3.01E-02,-2.28,-4.431899,-1.81E-01,AK316318.1,NA,C11orf49,
11744759_a_at,8.16E-02,3.01E-02,2.28,-4.432195,1.89E-01,BC041168.1,NA,LCN12,
11721570_a_at,8.16E-02,3.01E-02,-2.28,-4.432345,-3.05E-01,NM_199133.2,NA,FAM173B,
11755096_x_at,8.16E-02,3.01E-02,-2.28,-4.432484,-2.19E-01,AK093489.1,NA,ANKRD16,
11746537_x_at,8.16E-02,3.01E-02,2.28,-4.432662,2.45E-01,AK302873.1,NA,EIF4G3,
11718625_a_at,8.16E-02,3.01E-02,-2.28,-4.432762,-2.01E-01,NM_080916.1,NA,DGUOK,
11732105_at,8.16E-02,3.01E-02,-2.28,-4.432826,-2.41E-01,NM_014187.3,NA,TMEM208,
11745842_s_at,8.16E-02,3.01E-02,2.28,-4.43311,2.92E-01,AK300904.1,NA,CNDP2,
11732441_x_at,8.17E-02,3.01E-02,2.28,-4.433672,2.45E-01,AI862331,NA,BPTF,
11760657_at,8.17E-02,3.01E-02,-2.28,-4.433795,-4.45E-01,AB111913.1,NA,LINC01602,
11732061_at,8.17E-02,3.02E-02,-2.28,-4.434303,-4.72E-01,NM_013347.3,NA,RPA4,
11760162_at,8.17E-02,3.02E-02,2.28,-4.434554,4.03E-01,BQ574288,NA,WSB1,
11729870_x_at,8.17E-02,3.02E-02,2.28,-4.434688,4.51E-01,NM_007046.2,NA,EMILIN1,
11731005_at,8.17E-02,3.02E-02,-2.28,-4.434689,-3.52E-01,NM_018353.4,NA,MIS18BP1,
11762224_at,8.18E-02,3.02E-02,-2.28,-4.435266,-1.50E-01,AK295754.1,NA,SLC1A3,
11749616_s_at,8.18E-02,3.02E-02,2.28,-4.435394,1.46E-01,AK304572.1,NA,IGFBP4,
11753561_a_at,8.18E-02,3.02E-02,-2.28,-4.435408,-1.14E-01,AB231717.1,NA,LOC646813,
11721102_a_at,8.18E-02,3.02E-02,2.28,-4.435668,1.64E-01,NM_000199.3,NA,SGSH,
11758315_s_at,8.18E-02,3.02E-02,2.28,-4.435725,4.71E-01,BM726973,NA,PER2,
11730579_a_at,8.18E-02,3.02E-02,-2.28,-4.436139,-4.81E-01,NM_020760.1,NA,HECW2,
11761922_at,8.19E-02,3.02E-02,-2.28,-4.436396,-1.12E-01,AF006822.1,NA,---,
11726179_a_at,8.19E-02,3.02E-02,2.28,-4.436853,5.69E-01,AW242286,NA,SOX6,
11716049_a_at,8.19E-02,3.02E-02,-2.28,-4.436882,-5.11E-01,AK297539.1,NA,TRIB1,
11716025_a_at,8.19E-02,3.03E-02,-2.28,-4.437092,-2.82E-01,BC012032.1,NA,GOLGA7,
11723866_a_at,8.19E-02,3.03E-02,2.28,-4.437564,1.29E-01,BC009418.1,NA,CHODL,
11737456_at,8.20E-02,3.03E-02,2.28,-4.437784,1.72E-01,BC137148.1,NA,CXorf66,
11715520_at,8.20E-02,3.03E-02,-2.28,-4.437839,-3.29E-01,AI446639,NA,MLEC,
11730986_at,8.20E-02,3.03E-02,-2.28,-4.437869,-9.68E-01,BC042877.1,NA,SBSPON,
11750379_x_at,8.20E-02,3.03E-02,-2.28,-4.43823,-2.26E-01,AL832636.2,NA,TXLNA,
11718230_a_at,8.20E-02,3.03E-02,2.28,-4.438272,4.65E-01,NM_018950.2,NA,HLA-F,
11730230_a_at,8.20E-02,3.03E-02,-2.28,-4.438641,-2.34E-01,AK290984.1,NA,TIAL1,
11719271_s_at,8.20E-02,3.03E-02,2.28,-4.438727,2.85E-01,NM_000181.2,NA,GUSB,
11759067_s_at,8.20E-02,3.03E-02,2.28,-4.438789,2.41E-01,AI672382,NA,CCDC186,
11718807_at,8.20E-02,3.03E-02,-2.28,-4.438905,-4.01E-01,NM_001066.2,NA,TNFRSF1B,
11717527_a_at,8.20E-02,3.03E-02,2.28,-4.439116,1.07E-01,L02320.1,NA,RDX,
11735429_x_at,8.21E-02,3.03E-02,2.28,-4.439806,2.88E-01,NM_197939.1,NA,RNF135,
11755548_a_at,8.21E-02,3.04E-02,-2.28,-4.439977,-1.65E-01,AK055835.1,NA,OSBPL8,
11715165_at,8.21E-02,3.04E-02,2.28,-4.440019,9.74E-01,,41406092,DNAJC12,
11748086_a_at,8.21E-02,3.04E-02,2.28,-4.440021,1.15E-01,AK292684.1,NA,PIK3CG,
11744974_a_at,8.21E-02,3.04E-02,-2.28,-4.440026,-3.61E-01,BC035124.1,NA,LCN15,
11752914_a_at,8.21E-02,3.04E-02,-2.28,-4.440034,-1.42E-01,BC126111.1,NA,RBM44,
11721470_s_at,8.21E-02,3.04E-02,-2.28,-4.440444,-2.01E-01,NM_003750.2,NA,EIF3A,
11748968_x_at,8.21E-02,3.04E-02,2.28,-4.440583,1.78E-01,AK316061.1,NA,RDX,
11732225_a_at,8.22E-02,3.04E-02,-2.28,-4.440939,-2.14E-01,NM_152437.1,NA,ZNF664,
11741163_a_at,8.22E-02,3.04E-02,2.28,-4.441039,2.66E-01,AK291338.1,NA,CHRNA1,
11753529_x_at,8.22E-02,3.04E-02,2.28,-4.441049,1.99E-01,AF067524.1,NA,CDK11A /// CDK11B,
11729977_a_at,8.22E-02,3.04E-02,2.28,-4.441202,5.71E-01,NM_006564.1,NA,CXCR6,
11754711_a_at,8.22E-02,3.04E-02,2.28,-4.441464,1.73E-01,AK092734.1,NA,C1orf123,
11758226_s_at,8.22E-02,3.04E-02,2.28,-4.441609,4.38E-01,CF137568,NA,UBE2J1,
11747055_a_at,8.22E-02,3.04E-02,2.28,-4.441757,1.79E-01,AK302914.1,NA,GFRA1,
11741213_a_at,8.23E-02,3.04E-02,-2.28,-4.442206,-2.28E-01,AF277178.1,NA,SSU72,
11718308_at,8.23E-02,3.04E-02,2.28,-4.442388,3.48E-01,AB033063.2,NA,HEG1,
11737958_x_at,8.23E-02,3.04E-02,-2.28,-4.44244,-2.06E-01,NM_001143762.1,NA,EIF5A,
11717585_a_at,8.23E-02,3.04E-02,-2.28,-4.442678,-2.96E-01,NM_002814.2,NA,PSMD10,
11722313_a_at,8.23E-02,3.04E-02,-2.28,-4.44271,-2.80E-01,BC144627.1,NA,RAPGEF6,
11731979_at,8.23E-02,3.04E-02,-2.28,-4.442869,-1.70E-01,BC130421.1,NA,FNDC7,
11753363_x_at,8.23E-02,3.05E-02,-2.28,-4.443107,-1.71E-01,BC143994.1,NA,ZSCAN2,
11745250_a_at,8.23E-02,3.05E-02,-2.28,-4.443241,-1.68E-01,BC020658.1,NA,TMEM40,
11725489_x_at,8.23E-02,3.05E-02,2.28,-4.443426,3.32E-01,NM_014924.3,NA,ATG14,
11758376_s_at,8.23E-02,3.05E-02,-2.28,-4.443541,-2.93E-01,BF508704,NA,CFAP69,
11733482_a_at,8.24E-02,3.05E-02,-2.28,-4.443922,-3.33E-01,NM_001004023.1,NA,DYRK3,
11743772_a_at,8.24E-02,3.05E-02,-2.28,-4.444169,-3.81E-01,BX434575,NA,LZTFL1,
11755014_a_at,8.24E-02,3.05E-02,2.28,-4.444247,1.44E-01,AK095725.1,NA,AP2A2,
11733001_a_at,8.24E-02,3.05E-02,-2.28,-4.444275,-1.10E-01,AK291537.1,NA,PMM2,
11734454_a_at,8.24E-02,3.05E-02,-2.28,-4.444603,-6.16E-01,NM_080614.1,NA,WFDC3,
11729503_at,8.24E-02,3.05E-02,-2.28,-4.444608,-1.62E-01,NM_145020.3,NA,CFAP53,
11726278_at,8.24E-02,3.05E-02,-2.28,-4.444859,-3.23E-01,AF030196.1,NA,SNN,
11726578_x_at,8.24E-02,3.05E-02,-2.28,-4.444934,-1.33E-01,NM_004565.2,NA,PEX14,
11729133_a_at,8.25E-02,3.05E-02,2.28,-4.445487,2.10E-01,NM_001032296.2,NA,STK24,
11753541_x_at,8.25E-02,3.06E-02,-2.28,-4.44598,-3.52E-01,EU732755.1,NA,CHN2 /// LOC101928168,
11718179_a_at,8.25E-02,3.06E-02,2.28,-4.445987,7.36E-01,AI928241,NA,FERMT2,
11752189_a_at,8.25E-02,3.06E-02,2.28,-4.446219,1.29E-01,AK295709.1,NA,ARHGEF6,
11751317_x_at,8.25E-02,3.06E-02,-2.28,-4.446251,-2.63E-01,AK301556.1,NA,EI24,
11759631_at,8.25E-02,3.06E-02,-2.28,-4.446454,-5.13E-01,AK304786.1,NA,TRIO,
11717898_a_at,8.26E-02,3.06E-02,-2.28,-4.446828,-1.91E-01,NM_022362.4,NA,MMS19,
11753933_x_at,8.26E-02,3.06E-02,2.28,-4.446898,2.96E-01,CR457305.1,NA,PHAX,
11747583_s_at,8.26E-02,3.06E-02,2.27,-4.447197,1.45E-01,AK316402.1,NA,PNCK,
11721222_s_at,8.27E-02,3.06E-02,-2.27,-4.447904,-1.79E-01,NM_017550.1,NA,MIER2,
11722371_x_at,8.27E-02,3.06E-02,2.27,-4.44842,4.62E-01,AI621233,NA,TRIM22,
11715226_s_at,8.27E-02,3.06E-02,2.27,-4.448507,1.71E-01,,14165389,PCDHA6,
11733584_a_at,8.27E-02,3.06E-02,-2.27,-4.448699,-1.49E-01,NM_138461.2,NA,TM4SF19 /// TM4SF19-TCTEX1D2,
11733359_a_at,8.27E-02,3.07E-02,-2.27,-4.448816,-1.54E-01,NM_012337.2,NA,CFAP45,
11733646_x_at,8.27E-02,3.07E-02,-2.27,-4.449071,-3.86E-01,NM_001032998.1,NA,KYNU,
11753782_a_at,8.27E-02,3.07E-02,-2.27,-4.449128,-2.70E-01,BT009855.1,NA,TANK,
11745304_s_at,8.28E-02,3.07E-02,-2.27,-4.449333,-2.23E-01,AF345651.1,NA,PFN1P2,
11732154_at,8.28E-02,3.07E-02,-2.27,-4.449458,-4.12E-01,AF070560.1,NA,OGT,
11761045_at,8.28E-02,3.07E-02,-2.27,-4.44985,-1.39E-01,AK293258.1,NA,KLHL17,
11734789_at,8.28E-02,3.07E-02,2.27,-4.449957,3.12E-01,BC074728.2,NA,SRR,
11719238_a_at,8.28E-02,3.07E-02,2.27,-4.449974,2.74E-01,NM_024580.5,NA,EFTUD1,
11741832_a_at,8.28E-02,3.07E-02,2.27,-4.450064,6.00E-01,NM_022804.2,NA,SNRPN /// SNURF,
11757106_s_at,8.28E-02,3.07E-02,2.27,-4.450101,6.32E-01,XR_015662.2,NA,SVIL,
11729534_a_at,8.28E-02,3.07E-02,-2.27,-4.45017,-2.57E-01,NM_199191.1,NA,BRE,
11726230_s_at,8.28E-02,3.07E-02,2.27,-4.45033,2.94E-01,NM_017651.4,NA,AHI1,
11734431_at,8.28E-02,3.07E-02,-2.27,-4.450451,-1.24E-01,NM_174932.2,NA,BPIFC,
11722867_at,8.28E-02,3.07E-02,2.27,-4.450527,3.15E-01,AY375452.1,NA,CDCP1,
11731559_at,8.29E-02,3.07E-02,-2.27,-4.450883,-1.44E-01,NM_003391.2,NA,WNT2,
11744854_x_at,8.29E-02,3.07E-02,-2.27,-4.45102,-3.63E-01,AK304704.1,NA,ZNF28,
11734672_a_at,8.29E-02,3.07E-02,2.27,-4.451176,2.81E-01,NM_004554.4,NA,NFATC4,
11745204_a_at,8.29E-02,3.07E-02,2.27,-4.451262,4.09E-01,U18914.1,NA,TPD52,
11732252_x_at,8.29E-02,3.07E-02,2.27,-4.451396,2.35E-01,NM_001136223.1,NA,RCOR3,
11727121_at,8.29E-02,3.07E-02,-2.27,-4.451551,-2.61E-01,AK023888.1,NA,MYCBP2,
11718998_x_at,8.29E-02,3.07E-02,-2.27,-4.451583,-3.94E-01,NM_000791.3,NA,DHFR,
11746387_x_at,8.29E-02,3.08E-02,-2.27,-4.451712,-1.16E-01,AK297681.1,NA,SPIDR,
11735149_at,8.29E-02,3.08E-02,2.27,-4.451777,1.48E-01,NM_031917.2,NA,ANGPTL6,
11734642_a_at,8.29E-02,3.08E-02,-2.27,-4.451919,-1.32E-01,NM_001143809.1,NA,BDNF,
11715812_s_at,8.29E-02,3.08E-02,-2.27,-4.452152,-3.10E-01,NM_005937.3,NA,MLLT6,
11749297_a_at,8.29E-02,3.08E-02,-2.27,-4.452169,-2.67E-01,L35264.1,NA,MAPK14,
11738323_at,8.29E-02,3.08E-02,-2.27,-4.452293,-1.65E-01,BC136989.1,NA,OR5AP2,
11760109_at,8.29E-02,3.08E-02,-2.27,-4.452454,-2.76E-01,D26067.1,NA,TMEM41B,
11720931_x_at,8.29E-02,3.08E-02,2.27,-4.452486,2.95E-01,AK289414.1,NA,DLST,
11760790_at,8.30E-02,3.08E-02,-2.27,-4.452748,-1.90E-01,AF132950.1,NA,ACOT9,
11717828_a_at,8.30E-02,3.08E-02,-2.27,-4.452753,-2.07E-01,BC026262.1,NA,LTBR,
11722466_s_at,8.30E-02,3.08E-02,2.27,-4.452955,1.55E-01,BM677466,NA,PAX6,
11762841_at,8.30E-02,3.08E-02,-2.27,-4.453337,-1.06E-01,AY696295.1,NA,CYP4Z2P,
11735489_at,8.30E-02,3.08E-02,-2.27,-4.453415,-1.33E-01,NM_145720.2,NA,TIGD4,
11754342_x_at,8.30E-02,3.08E-02,-2.27,-4.453797,-2.08E-01,CR620004.1,NA,ELAC2,
11761518_a_at,8.31E-02,3.08E-02,-2.27,-4.454047,-2.18E-01,AK298533.1,NA,AIG1,
11755730_x_at,8.31E-02,3.08E-02,-2.27,-4.454164,-1.35,BX379768,NA,SPP1,
11740191_a_at,8.31E-02,3.08E-02,-2.27,-4.454384,-1.15E-01,AK290461.1,NA,PRLHR,
11753663_a_at,8.31E-02,3.09E-02,-2.27,-4.454641,-2.87E-01,EF488476.1,NA,RDM1,
11756144_s_at,8.31E-02,3.09E-02,-2.27,-4.45502,-2.74E-01,CR626243.1,NA,EIF4B,
11748404_s_at,8.31E-02,3.09E-02,-2.27,-4.455278,-3.86E-01,AB029001.2,NA,CAMSAP2,
11734737_a_at,8.32E-02,3.09E-02,2.27,-4.455574,2.66E-01,AY358784.1,NA,FAR1,
11748497_s_at,8.32E-02,3.09E-02,-2.27,-4.455698,-2.78E-01,M81637.1,NA,GCA,
11757973_x_at,8.32E-02,3.09E-02,2.27,-4.455783,3.27E-01,W78134,NA,NMT2,
11755538_s_at,8.32E-02,3.09E-02,-2.27,-4.455884,-2.66E-01,AK022794.1,NA,RPAP1,
11757451_x_at,8.32E-02,3.09E-02,-2.27,-4.456429,-8.42E-01,BQ017279,NA,FKBP10,
11756335_a_at,8.33E-02,3.09E-02,-2.27,-4.456786,-2.29E-01,BX354102,NA,CARD19,
11749026_a_at,8.33E-02,3.09E-02,-2.27,-4.457023,-2.50E-01,AK297293.1,NA,PTPRA,
11717912_s_at,8.33E-02,3.09E-02,2.27,-4.457261,5.73E-01,NM_004887.4,NA,CXCL14,
11749205_a_at,8.34E-02,3.10E-02,-2.27,-4.457892,-1.45E-01,AK296292.1,NA,PXYLP1,
11725132_a_at,8.34E-02,3.10E-02,2.27,-4.458369,1.91E-01,BX392605,NA,GCOM1 /// POLR2M,
11732816_x_at,8.34E-02,3.10E-02,-2.27,-4.4587,-1.18E-01,NM_001080513.1,NA,CPN2,
11747468_a_at,8.34E-02,3.10E-02,-2.27,-4.458702,-1.26E-01,AK316470.1,NA,KDM2B,
11740778_x_at,8.34E-02,3.10E-02,2.27,-4.458777,1.73E-01,NM_001145678.1,NA,KIAA0825,
11726122_at,8.34E-02,3.10E-02,2.27,-4.458975,3.07E-01,NM_012335.2,NA,MYO1F,
11732562_x_at,8.34E-02,3.10E-02,-2.27,-4.459142,-5.23E-01,AB039723.1,NA,FZD3,
11720565_a_at,8.34E-02,3.10E-02,-2.27,-4.45923,-4.28E-01,NM_182964.5,NA,NAV2,
11744825_a_at,8.35E-02,3.10E-02,-2.27,-4.459416,-1.85E-01,BC093058.1,NA,CNBP,
11760025_x_at,8.35E-02,3.10E-02,-2.27,-4.459701,-2.15E-01,BC039252.1,NA,EXD3,
11722047_a_at,8.35E-02,3.10E-02,-2.27,-4.459704,-1.27E-01,AK316162.1,NA,LDAH,
11747262_s_at,8.35E-02,3.10E-02,2.27,-4.460107,6.44E-01,AK300103.1,NA,RRAS2,
11739929_a_at,8.35E-02,3.11E-02,2.27,-4.460458,2.20E-01,BC137017.1,NA,MAN1C1,
11718908_s_at,8.35E-02,3.11E-02,2.27,-4.460638,3.71E-01,NM_004267.3,NA,CHST2,
11718650_a_at,8.35E-02,3.11E-02,2.27,-4.460644,2.47E-01,AK297874.1,NA,SYNE2,
11717497_at,8.35E-02,3.11E-02,-2.27,-4.460654,-2.62E-01,CD171845,NA,SLC25A36,
11746616_a_at,8.35E-02,3.11E-02,2.27,-4.460714,4.37E-01,AK300262.1,NA,WSB1,
11756092_a_at,8.36E-02,3.11E-02,-2.27,-4.460948,-2.07E-01,N47569,NA,SERGEF,
11717208_at,8.36E-02,3.11E-02,2.27,-4.461013,2.37E-01,NM_021976.3,NA,RXRB,
11751963_a_at,8.36E-02,3.11E-02,2.27,-4.461128,2.47E-01,AK304424.1,NA,MBD5,
11742273_a_at,8.36E-02,3.11E-02,-2.27,-4.461203,-2.11E-01,AF420602.1,NA,BRE,
11744867_a_at,8.36E-02,3.11E-02,-2.27,-4.461448,-1.75E-01,BC032836.1,NA,LYPD6,
11755822_a_at,8.37E-02,3.11E-02,-2.27,-4.462258,-4.54E-01,BX647341.1,NA,TDO2,
11739194_s_at,8.37E-02,3.11E-02,2.27,-4.462273,3.99E-01,BU686830,NA,SLMAP,
11747736_s_at,8.37E-02,3.11E-02,2.27,-4.462315,1.06,AK300837.1,NA,CNN1,
11716795_s_at,8.37E-02,3.11E-02,2.27,-4.462405,6.48E-01,BI835314,NA,IFI16,
11735853_x_at,8.37E-02,3.11E-02,-2.27,-4.462452,-8.87E-02,NM_013940.2,NA,OR10H1,
11759403_x_at,8.37E-02,3.11E-02,-2.27,-4.462516,-4.80E-01,NM_004385.3,NA,VCAN,
11743788_s_at,8.37E-02,3.11E-02,2.27,-4.462577,2.90E-01,AK021814.1,NA,GORAB,
11737578_a_at,8.37E-02,3.11E-02,2.27,-4.462627,1.32E-01,AF434715.1,NA,LRRC7,
11721894_at,8.37E-02,3.11E-02,2.27,-4.462833,8.79E-01,NM_002048.2,NA,GAS1,
11738778_a_at,8.37E-02,3.11E-02,-2.27,-4.462924,-1.76E-01,NM_153770.1,NA,CABYR,
11762602_x_at,8.37E-02,3.12E-02,2.27,-4.463216,7.96E-01,BC090853.1,NA,HOXD8,
11731295_at,8.38E-02,3.12E-02,-2.27,-4.463913,-4.84E-01,NM_001039395.2,NA,SPATA6L,
11717823_s_at,8.38E-02,3.12E-02,2.27,-4.463981,5.42E-01,NM_006291.2,NA,TNFAIP2,
11733743_a_at,8.38E-02,3.12E-02,2.27,-4.46408,2.99E-01,NM_024684.2,NA,AAMDC,
11721643_at,8.38E-02,3.12E-02,2.27,-4.464583,3.04E-01,AU149562,NA,ARL1,
11760923_a_at,8.38E-02,3.12E-02,-2.27,-4.464643,-1.24E-01,AK298682.1,NA,HSH2D,
11728031_at,8.38E-02,3.12E-02,-2.27,-4.464876,-1.30E-01,NM_007035.3,NA,KERA,
11756929_a_at,8.38E-02,3.12E-02,2.27,-4.464877,2.35E-01,BC009188.2,NA,CXXC1,
11724136_s_at,8.38E-02,3.12E-02,2.27,-4.465058,4.19E-01,NM_001128833.1,NA,ZBTB4,
11752942_s_at,8.38E-02,3.12E-02,2.27,-4.46514,2.59E-01,U06936.1,NA,DBP,
11734817_at,8.39E-02,3.12E-02,-2.27,-4.465402,-1.38E-01,BC027946.1,NA,APBB2,
11745218_x_at,8.39E-02,3.12E-02,-2.27,-4.465659,-1.42E-01,BC027991.1,NA,TRMU,
11719967_at,8.39E-02,3.12E-02,-2.27,-4.465708,-1.74E-01,L12392.1,NA,HTT,
11744769_at,8.39E-02,3.12E-02,-2.27,-4.465799,-1.21E-01,AF211119.1,NA,CDKN2A-AS1,
11758497_s_at,8.39E-02,3.12E-02,-2.27,-4.465834,-1.45E-01,AI693731,NA,NANP,
11718647_at,8.39E-02,3.12E-02,-2.27,-4.465899,-2.91E-01,NM_001105.4,NA,ACVR1,
11725812_a_at,8.39E-02,3.13E-02,2.27,-4.466114,2.55E-01,NM_182923.3,NA,KLC1,
11721394_a_at,8.39E-02,3.13E-02,-2.27,-4.46623,-2.62E-01,NM_032122.3,NA,DTNBP1,
11749178_a_at,8.39E-02,3.13E-02,-2.27,-4.466383,-3.08E-01,AK316440.1,NA,GALK2,
11745516_a_at,8.39E-02,3.13E-02,-2.27,-4.466673,-1.53E-01,AK316547.1,NA,STX16,
11732298_a_at,8.40E-02,3.13E-02,-2.26,-4.466963,-1.54E-01,BC105134.1,NA,KIAA1715,
11752393_x_at,8.40E-02,3.13E-02,-2.26,-4.466985,-1.49E-01,AK297936.1,NA,COL5A2,
11731930_a_at,8.40E-02,3.13E-02,-2.26,-4.467198,-1.29E-01,NM_001040103.1,NA,OPALIN,
11756682_x_at,8.40E-02,3.13E-02,2.26,-4.467243,1.75E-01,CR618691.1,NA,INO80B-WBP1 /// WBP1,
11738793_at,8.40E-02,3.13E-02,-2.26,-4.467293,-1.47E-01,NM_001037500.1,NA,DEFB124,
11763325_a_at,8.40E-02,3.13E-02,2.26,-4.467344,3.24E-01,BX107478,NA,FER,
AFFX-HUMGAPDH/M33197_M_at,8.40E-02,3.13E-02,-2.26,-4.46772,-2.88E-01,,NA,GAPDH,AFFX-HUMGAPDH/M33197_M_at
11751022_x_at,8.40E-02,3.13E-02,-2.26,-4.468072,-2.59E-01,AK299225.1,NA,EEF2,
11740473_a_at,8.41E-02,3.13E-02,2.26,-4.468255,3.07E-01,M97501.1,NA,CLIP1,
11736807_at,8.41E-02,3.13E-02,-2.26,-4.468357,-1.29E-01,BC035055.1,NA,GABRA4,
11732792_s_at,8.41E-02,3.13E-02,-2.26,-4.468695,-1.22E-01,AF294278.1,NA,PRDM16,
11737653_a_at,8.41E-02,3.13E-02,-2.26,-4.468858,-1.30E-01,NM_153036.2,NA,FAM26D,
11763921_at,8.42E-02,3.14E-02,-2.26,-4.469687,-1.77E-01,AJ007015.1,NA,NCL /// SNORA75,
11727962_x_at,8.42E-02,3.14E-02,-2.26,-4.469756,-1.37E-01,BF510437,NA,ING1,
11739712_a_at,8.42E-02,3.14E-02,2.26,-4.469815,2.16E-01,AK297799.1,NA,PHACTR2,
11758392_s_at,8.42E-02,3.14E-02,2.26,-4.470069,1.48E-01,DB308595,NA,NCAM2,
11716330_a_at,8.42E-02,3.14E-02,-2.26,-4.470653,-4.51E-01,AK293025.1,NA,DNAJB6,
11726371_a_at,8.42E-02,3.14E-02,-2.26,-4.470748,-2.11E-01,BC142978.1,NA,EXOSC9,
11715927_x_at,8.43E-02,3.14E-02,-2.26,-4.470981,-1.41E-01,NM_003025.2,NA,SH3GL1,
11762310_x_at,8.43E-02,3.14E-02,2.26,-4.471207,3.84E-01,AK297457.1,NA,LOC202181,
11724180_a_at,8.43E-02,3.14E-02,2.26,-4.471314,6.61E-01,NM_001135005.1,NA,DNAJB5,
11722070_a_at,8.43E-02,3.14E-02,2.26,-4.471413,4.13E-01,NM_020244.2,NA,CHPT1,
11730828_a_at,8.43E-02,3.14E-02,-2.26,-4.471671,-3.29E-01,BC070095.1,NA,CPSF2,
11725707_a_at,8.43E-02,3.15E-02,2.26,-4.471752,1.56E-01,BC037539.1,NA,AMOTL1,
11755254_a_at,8.44E-02,3.15E-02,-2.26,-4.47248,-1.70E-01,BC047770.1,NA,METTL16,
11747110_a_at,8.44E-02,3.15E-02,-2.26,-4.472848,-3.36E-01,AK296945.1,NA,PASK,
11716356_at,8.45E-02,3.15E-02,2.26,-4.473727,2.29E-01,NM_174909.4,NA,TMEM167A,
11756001_a_at,8.45E-02,3.15E-02,-2.26,-4.474282,-1.80E-01,AL080085.1,NA,SLC35E1,
11754361_s_at,8.45E-02,3.15E-02,-2.26,-4.474358,-2.21E-01,CB242200,NA,GSK3B,
11727678_a_at,8.46E-02,3.16E-02,2.26,-4.474578,1.67E-01,NM_022485.3,NA,MTMR14,
11743116_s_at,8.46E-02,3.16E-02,-2.26,-4.475065,-2.01E-01,DB367816,NA,KPNB1,
11735391_a_at,8.46E-02,3.16E-02,-2.26,-4.475387,-1.90E-01,BC143614.1,NA,TH,
11725331_a_at,8.46E-02,3.16E-02,-2.26,-4.475556,-3.70E-01,AJ012078.1,NA,USP9X,
11720054_a_at,8.47E-02,3.16E-02,-2.26,-4.475819,-2.47E-01,NM_001239.2,NA,CCNH,
11737572_x_at,8.47E-02,3.16E-02,-2.26,-4.475995,-1.77E-01,NM_003511.2,NA,HIST1H2AL,
11728869_x_at,8.47E-02,3.16E-02,2.26,-4.476105,1.56E-01,NM_001420.3,NA,ELAVL3,
11716644_a_at,8.47E-02,3.16E-02,2.26,-4.476137,2.73E-01,AK001913.1,NA,ERLEC1,
11757043_a_at,8.47E-02,3.16E-02,-2.26,-4.476224,-4.18E-01,CR605686.1,NA,MAGED2,
11757492_s_at,8.47E-02,3.16E-02,2.26,-4.476237,6.45E-01,BX345952,NA,RRAS2,
